"Date","Open","High","Low","Close","h1","h2","h3","h4","h5","h6","h7","h8","h9","h10","h11","h12","h13","h14","h15","h16","h17","h18","h19","h20","h21","h22","h23","h24","h25","h26","h27","h28","h29","h30","h31","h32","h33","h34","h35","h36","h37","h38","h39","h40","h41","h42","h43","h44","h45","h46","h47","h48","h49","h50","h51","h52","h53","h54","h55","h56","h57","h58","h59","h60","h61","h62","h63","h64","h65","h66","h67","h68","h69","h70","h71","h72","h73","h74","h75","h76","h77","h78","h79","h80","h81","h82","h83","h84","h85","h86","h87","h88","h89","h90","h91","h92","h93","h94","h95","h96","h97","h98","h99","h100","h101","h102","h103"
"2018-11-12",39.66,39.74,39.14,39.25,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-11-13",39.62,40.08,39.44,39.69,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-11-14",40.06,40.19,39.57,39.93,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-11-15",40.14,41.05,40.06,40.84,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-11-16",40.49,41.11,40.37,40.93,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-11-19",40.62,40.68,40.24,40.36,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-11-20",39.72,39.91,39.34,39.5,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-11-21",40.21,40.48,40.13,40.21,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-11-23",39.74,39.95,39.71,39.75,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-11-26",40.3,40.42,40.08,40.26,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-11-27",40.09,40.51,40.03,40.51,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-11-28",40.79,41.51,40.47,41.49,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-11-29",41.19,41.4,40.92,41.12,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-11-30",40.96,41.08,40.8,41.04,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-12-03",42.13,42.15,41.7,41.91,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-12-04",41.95,42.02,40.92,41.04,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-12-06",39.93,40.68,39.68,40.65,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-12-07",40.58,40.85,39.78,39.84,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-12-10",39.61,39.68,38.97,39.47,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-12-11",40.02,40.03,39.48,39.75,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-12-12",40.5,40.78,40.38,40.38,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-12-13",40.55,40.68,40.35,40.42,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-12-14",39.89,40.18,39.8,39.84,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-12-17",39.89,40.04,39.33,39.46,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-12-18",39.17,39.38,39.03,39.15,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-12-19",39.33,39.73,38.17,38.49,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-12-20",38.88,39.13,38.46,38.82,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-12-21",38.91,39.11,38.32,38.51,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-12-24",38.44,38.72,38.16,38.17,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-12-26",38.41,38.96,38.04,38.95,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-12-27",38.4,38.91,38.24,38.9,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
"2018-12-28",39.19,39.46,39,39.21,40,39.2,39.3,38.8,38.3,39.6,40.8,40.7,40.4,39.7,39.6,39.3,39.2,39.1,40.2,40.3,40.3,39.6,39.7,39.8,39.5,39.4,39.9,40.2,39.7,39.8,41,39.9,39.8,40.2,39.7,39.9,39.8,39.6,39.7,39.5,39.4,39.3,39.2,39.1,39,39.8,39.7,39.6,39.5,39.1,39.2,39,38.6,38.5,38.4,38.3,38.2,38.4,38.3,38.2,38.4,38.3,42.1,42,41.9,43,42.5,42.4,41.5,40.1,40.4,40.6,40.7,41,41.1,40.5,40.5,41,41.1,41.2,41.5,41.5,41.4,41.3,38.9,38.9,39.5,40.6,40.7,40.4,40.8,41.1,41.2,41.3,41.4,41.5,41.6,41.7,41.6,41.7,42,41.8,41.9,42.2,42.9,42.9,43
